id,month,abg_sku,combo_code,upc,brand,valid_from,valid_to,description,combo_pack_price,qty_items,qty_value,qty_unit,fline_price,combo_price,total_savings,comments
11753,2026-04,3821270,3821271,83664875245,568017,2026-04-01,2026-04-30,MILAGRO ANEJO 24P,109.99,6   B,6.0,B,14.09,10.07,43.82,CONTAINS: 6BTLS-20ML & 3BTLS-375ML 9PK
11754,2026-04,3805043,3823042,674545000063,248885,2026-04-01,2026-04-30,DON JULIO ANEJNOBX6P,252.73,1   B,1.0,B,52.99,46.32,36.34,"CONTAINS: 1BTL EACH 750ML 1942, BLANCO, REPOSADO & ANEJOS"
11755,2026-04,3806048,3823042,674545000001,248964,2026-04-01,2026-04-30,DON JULIO BLANCO 6P,252.73,1   B,1.0,B,45.09,39.42,36.34,"CONTAINS: 1BTL EACH 750ML 1942, BLANCO, REPOSADO & ANEJOS"
11756,2026-04,3823040,3823042,674545000322,249009,2026-04-01,2026-04-30,DON JULIO 1942 6PK,252.73,1   B,1.0,B,142.0,124.15,36.34,"CONTAINS: 1BTL EACH 750ML 1942, BLANCO, REPOSADO & ANEJOS"
11757,2026-04,3850045,3823042,674545000414,248966,2026-04-01,2026-04-30,DON JULIO REPOS NC6P,252.73,1   B,1.0,B,48.99,42.83,36.34,"CONTAINS: 1BTL EACH 750ML 1942, BLANCO, REPOSADO & ANEJOS"
11758,2026-04,446730,3827014,818844029473,735253,2026-04-01,2026-04-30,TINCUP BOURBON 6P,199.99,2   B,2.0,B,22.39,18.82,37.85,"CONTAINS: 2BT LITER JCTS/TINCUP,2BT 750 GJ/GCREPO"
11759,2026-04,1003040,3827014,818844028155,698894,2026-04-01,2026-04-30,GRAN COR REPO 6P,199.99,2   B,2.0,B,32.24,27.11,37.85,"CONTAINS: 2BT LITER JCTS/TINCUP,2BT 750 GJ/GCREPO"
11760,2026-04,3827030,3827014,811538011433,332844,2026-04-01,2026-04-30,CUERVO TRAD SILVER,199.99,2   B,2.0,B,32.8,27.58,37.85,"CONTAINS: 2BT LITER JCTS/TINCUP,2BT 750 GJ/GCREPO"
11761,2026-04,3849840,3827014,818844020999,574328,2026-04-01,2026-04-30,GREAT JONES BOURB 6P,199.99,2   B,2.0,B,31.49,26.47,37.85,"CONTAINS: 2BT LITER JCTS/TINCUP,2BT 750 GJ/GCREPO"
11762,2026-04,3827031,3827056,111008550,704157,2026-04-01,2026-04-30,CUERVO TRA SIL NOUPC,349.99,2   C,2.0,C,20.99,14.16,168.75,CONTAINS: 2C-LIT CUERVO TRAD SILVR & 2BT-750ML AGV NECTR
11763,2026-04,9026640,3827056,818844028339,NON_ALC,2026-04-01,2026-04-30,CUER AGAVE NECTAR 6P,349.99,2   B,2.0,B,7.49,5.05,168.75,CONTAINS: 2C-LIT CUERVO TRAD SILVR & 2BT-750ML AGV NECTR
11764,2026-04,1431030,3834231,80480015305,558229,2026-04-01,2026-04-30,BACARDI SUP,76.0,1   B,1.0,B,17.39,14.95,12.37,CONTAINS: 2BTLS-LITER ILEGAL JOVEN/1BTL-LITER BACARDI SUP3P
11765,2026-04,3834230,3834231,51497346607,694946,2026-04-01,2026-04-30,ILEGAL JOVEN MEZCA6P,76.0,2   B,2.0,B,35.49,30.52,12.37,CONTAINS: 2BTLS-LITER ILEGAL JOVEN/1BTL-LITER BACARDI SUP3P
11766,2026-04,3834240,3834245,89744757357,694946,2026-04-01,2026-04-30,ILEGAL JOVEN MEZC 6P,223.0,3   B,3.0,B,33.09,33.15,-0.46,CONTAINS: 3BTLS-750ML EACH JOVEN & REPOSADO 6PK
11767,2026-04,3834340,3834245,89744757333,694951,2026-04-01,2026-04-30,ILEGAL REP MEZC 6P,223.0,3   B,3.0,B,41.09,41.17,-0.46,CONTAINS: 3BTLS-750ML EACH JOVEN & REPOSADO 6PK
11768,2026-04,1431030,3834331,80480015305,558229,2026-04-01,2026-04-30,BACARDI SUP,89.0,1   B,1.0,B,17.39,15.54,10.57,CONTAINS: LITERS-2B ILEGAL REPO & 1B BACARDI SUPERIOR 3PK
11769,2026-04,3834330,3834331,51497351793,694951,2026-04-01,2026-04-30,ILEGAL REPO MEZCAL6P,89.0,2   B,2.0,B,41.09,36.72,10.57,CONTAINS: LITERS-2B ILEGAL REPO & 1B BACARDI SUPERIOR 3PK
11770,2026-04,1638740,3839034,721733006137,688447,2026-04-01,2026-04-30,PATRON CRISTALINO 6P,176.0,1   B,1.0,B,61.09,49.94,39.26,"CONTAINS: 1BTL-L SILV & 1BTL-750ML EA CRIST,REPO,ANEJO 4PK"
11771,2026-04,3838083,3839034,721733000012,558204,2026-04-01,2026-04-30,PATRON ANEJO NO BX6P,176.0,1   B,1.0,B,51.09,41.77,39.26,"CONTAINS: 1BTL-L SILV & 1BTL-750ML EA CRIST,REPO,ANEJO 4PK"
11772,2026-04,3839032,3839034,721733005208,558207,2026-04-01,2026-04-30,PATRON SILVER 6P,176.0,1   B,1.0,B,55.99,45.77,39.26,"CONTAINS: 1BTL-L SILV & 1BTL-750ML EA CRIST,REPO,ANEJO 4PK"
11773,2026-04,3841056,3839034,721733000159,558206,2026-04-01,2026-04-30,PATRON REPO NO BOX6P,176.0,1   B,1.0,B,47.09,38.5,39.26,"CONTAINS: 1BTL-L SILV & 1BTL-750ML EA CRIST,REPO,ANEJO 4PK"
11774,2026-04,3839020,3839072,721733000883,558207,2026-04-01,2026-04-30,PATRON SILVER 3P,539.99,1   C,1.0,C,87.09,85.63,9.16,"CONTAINS: PATRON SILVER, 1CS-375ML & 1CS-1.75L 2CS"
11775,2026-04,3839060,3839072,721733000944,558207,2026-04-01,2026-04-30,PATRON SILVER GFT12P,539.99,1   C,1.0,C,23.99,23.58,9.16,"CONTAINS: PATRON SILVER, 1CS-375ML & 1CS-1.75L 2CS"
11776,2026-04,3838060,3839087,721733000968,558204,2026-04-01,2026-04-30,PATRON ANEJO GFT 12P,164.0,3   B,3.0,B,27.99,20.14,63.91,"CONTAINS: 3BTL-375ML EA CH ANEJO, REPOSADO & SILVER 9PK"
11777,2026-04,3839060,3839087,721733000944,558207,2026-04-01,2026-04-30,PATRON SILVER GFT12P,164.0,3   B,3.0,B,23.99,17.26,63.91,"CONTAINS: 3BTL-375ML EA CH ANEJO, REPOSADO & SILVER 9PK"
11778,2026-04,3841060,3839087,721733000951,558206,2026-04-01,2026-04-30,PATRON REPO GIFT 12P,164.0,3   B,3.0,B,23.99,17.26,63.91,"CONTAINS: 3BTL-375ML EA CH ANEJO, REPOSADO & SILVER 9PK"
11779,2026-04,1431030,3845032,80480015305,558229,2026-04-01,2026-04-30,BACARDI SUP,57.27,1   B,1.0,B,17.39,13.91,14.3,CONTAINS: LITERS 2BTL CAZADORES REPO/1BTL BACARDI SUP 3PK
11780,2026-04,3845030,3845032,80480170103,589561,2026-04-01,2026-04-30,CAZADORES REPOSADO,57.27,2   B,2.0,B,27.09,21.67,14.3,CONTAINS: LITERS 2BTL CAZADORES REPO/1BTL BACARDI SUP 3PK
11781,2026-04,3805043,3850043,674545000063,248885,2026-04-01,2026-04-30,DON JULIO ANEJNOBX6P,1045.96,1   C,1.0,C,52.99,45.47,173.0,"CONTAINS: 1CS EA 750ML ANEJO,BLANCO, REPOSADO, 70TH"
11782,2026-04,3806048,3850043,674545000001,248964,2026-04-01,2026-04-30,DON JULIO BLANCO 6P,1045.96,1   C,1.0,C,45.09,38.69,173.0,"CONTAINS: 1CS EA 750ML ANEJO,BLANCO, REPOSADO, 70TH"
11783,2026-04,3850045,3850043,674545000414,248966,2026-04-01,2026-04-30,DON JULIO REPOS NC6P,1045.96,1   C,1.0,C,48.99,42.03,173.0,"CONTAINS: 1CS EA 750ML ANEJO,BLANCO, REPOSADO, 70TH"
11784,2026-04,3850240,3850043,674545000827,287779,2026-04-01,2026-04-30,DON JULIO 70TH ANN6P,1045.96,1   C,1.0,C,56.09,48.13,173.0,"CONTAINS: 1CS EA 750ML ANEJO,BLANCO, REPOSADO, 70TH"
11785,2026-04,3805043,3850044,674545000063,248885,2026-04-01,2026-04-30,DON JULIO ANEJNOBX6P,127.97,1   B,1.0,B,52.99,45.21,22.0,"CONTAINS: 1BTL EA 750ML REPO/ANEJO, 1BTL LITER BLANCO"
11786,2026-04,3806030,3850044,88076189317,248964,2026-04-01,2026-04-30,DON JULIO BLANCO 6P,127.97,1   B,1.0,B,47.99,40.94,22.0,"CONTAINS: 1BTL EA 750ML REPO/ANEJO, 1BTL LITER BLANCO"
11787,2026-04,3850045,3850044,674545000414,248966,2026-04-01,2026-04-30,DON JULIO REPOS NC6P,127.97,1   B,1.0,B,48.99,41.8,22.0,"CONTAINS: 1BTL EA 750ML REPO/ANEJO, 1BTL LITER BLANCO"
11788,2026-04,3850020,3850134,674545000636,248966,2026-04-01,2026-04-30,DON JULIO REPOSADO3P,422.01,3   B,3.0,B,99.09,80.95,94.5,"CONTAINS: 3BTL EACH 1.75L,750ML, 375ML REPOSADO"
11789,2026-04,3850045,3850134,674545000414,248966,2026-04-01,2026-04-30,DON JULIO REPOS NC6P,422.01,3   B,3.0,B,48.99,40.02,94.5,"CONTAINS: 3BTL EACH 1.75L,750ML, 375ML REPOSADO"
11790,2026-04,3850060,3850134,674545000605,248966,2026-04-01,2026-04-30,DON JULIO REPOS 12PK,422.01,3   B,3.0,B,24.09,19.68,94.5,"CONTAINS: 3BTL EACH 1.75L,750ML, 375ML REPOSADO"
11791,2026-04,3850045,3850243,674545000414,248966,2026-04-01,2026-04-30,DON JULIO REPOS NC6P,408.21,1   C,1.0,C,48.99,43.26,54.0,CONTAINS: 1CS 750ML REPOSADO & 3BTL 750ML 70TH ANNIVERSARY
11792,2026-04,3850240,3850243,674545000827,287779,2026-04-01,2026-04-30,DON JULIO 70TH ANN6P,408.21,3   B,3.0,B,56.09,49.53,54.0,CONTAINS: 1CS 750ML REPOSADO & 3BTL 750ML 70TH ANNIVERSARY
11793,2026-04,3823040,3850254,674545000322,249009,2026-04-01,2026-04-30,DON JULIO 1942 6PK,183.58,1   B,1.0,B,142.0,131.6,14.51,CONTAINS: 1BOTTLE EACH 750ML 70TH ANNIVERSARY & 1942
11794,2026-04,3850240,3850254,674545000827,287779,2026-04-01,2026-04-30,DON JULIO 70TH ANN6P,183.58,1   B,1.0,B,56.09,51.98,14.51,CONTAINS: 1BOTTLE EACH 750ML 70TH ANNIVERSARY & 1942
11795,2026-04,3805043,3850264,674545000063,248885,2026-04-01,2026-04-30,DON JULIO ANEJNOBX6P,174.33,1   B,1.0,B,52.99,45.47,28.83,"CONTAINS: 1BTL EA 750ML 70TH, ANEJO, BLANCO, REPOSADO"
11796,2026-04,3806048,3850264,674545000001,248964,2026-04-01,2026-04-30,DON JULIO BLANCO 6P,174.33,1   B,1.0,B,45.09,38.69,28.83,"CONTAINS: 1BTL EA 750ML 70TH, ANEJO, BLANCO, REPOSADO"
11797,2026-04,3850045,3850264,674545000414,248966,2026-04-01,2026-04-30,DON JULIO REPOS NC6P,174.33,1   B,1.0,B,48.99,42.03,28.83,"CONTAINS: 1BTL EA 750ML 70TH, ANEJO, BLANCO, REPOSADO"
11798,2026-04,3850240,3850264,674545000827,287779,2026-04-01,2026-04-30,DON JULIO 70TH ANN6P,174.33,1   B,1.0,B,56.09,48.13,28.83,"CONTAINS: 1BTL EA 750ML 70TH, ANEJO, BLANCO, REPOSADO"
11799,2026-04,3815040,3852841,96749031641,506631,2026-04-01,2026-04-30,LUNAZUL EL HUMOSO 6P,196.0,3   B,3.0,B,34.38,32.66,10.28,CONTAINS: 3BTLS 750ML EACH PRIMERO & EL HUMOSO
11800,2026-04,3852840,3852841,96749000371,343145,2026-04-01,2026-04-30,LUNAZUL PRIMERO TQ6P,196.0,3   B,3.0,B,34.38,32.66,10.28,CONTAINS: 3BTLS 750ML EACH PRIMERO & EL HUMOSO
11801,2026-04,3854530,3854531,96749908011,248338,2026-04-01,2026-04-30,LUNAZUL REPOSADO,51.0,2   B,2.0,B,25.09,14.0,40.36,CONTAINS: 2 LITER BT EA DEEP EDDY80 & LUNAZUL REPOSADO
11802,2026-04,3911530,3854531,856065002042,393370,2026-04-01,2026-04-30,DEEP EDDY 80,51.0,2   B,2.0,B,20.59,11.49,40.36,CONTAINS: 2 LITER BT EA DEEP EDDY80 & LUNAZUL REPOSADO
11803,2026-04,3854540,3854544,96749908042,248338,2026-04-01,2026-04-30,LUNAZUL REPOSADO,80.0,3   B,3.0,B,24.71,15.11,50.82,CONTAINS: 3B EA 750ML & 375ML LUNAZUL REPO & 1B 50ML REPO
11804,2026-04,3854560,3854544,96749001378,248338,2026-04-01,2026-04-30,LUNAZUL REPO 12P,80.0,3   B,3.0,B,11.15,6.81,50.82,CONTAINS: 3B EA 750ML & 375ML LUNAZUL REPO & 1B 50ML REPO
11805,2026-04,3854591,3854544,96749908509,732586,2026-04-01,2026-04-30,LUNAZUL REPO 100/10,80.0,1   B,1.0,B,23.24,14.21,50.82,CONTAINS: 3B EA 750ML & 375ML LUNAZUL REPO & 1B 50ML REPO
11806,2026-04,3854560,3854561,96749001378,248338,2026-04-01,2026-04-30,LUNAZUL REPO 12P,115.0,1   C,1.0,C,11.15,8.2,41.35,CONTAINS: 1CS 375ML LUNAZUL REPO & 3B 375ML DEEP EDDY LEMON
11807,2026-04,3911360,3854561,856065002486,393372,2026-04-01,2026-04-30,DEEP EDDY LEMON,115.0,3   B,3.0,B,7.5,5.51,41.35,CONTAINS: 1CS 375ML LUNAZUL REPO & 3B 375ML DEEP EDDY LEMON
11808,2026-04,3854520,3854621,96749908554,248338,2026-04-01,2026-04-30,LUNAZUL REPOSADO,310.85,3   B,3.0,B,37.89,31.35,64.75,CONTAINS: 3BTS-EA.1.75L & 750ML LUNAZUL BLANCO & REPOSADO
11809,2026-04,3854540,3854621,96749908042,248338,2026-04-01,2026-04-30,LUNAZUL REPOSADO,310.85,3   B,3.0,B,24.71,20.44,64.75,CONTAINS: 3BTS-EA.1.75L & 750ML LUNAZUL BLANCO & REPOSADO
11810,2026-04,3854620,3854621,96749908547,248337,2026-04-01,2026-04-30,LUNAZUL BLANCO,310.85,3   B,3.0,B,37.89,31.35,64.75,CONTAINS: 3BTS-EA.1.75L & 750ML LUNAZUL BLANCO & REPOSADO
11811,2026-04,3854640,3854621,96749908035,248337,2026-04-01,2026-04-30,LUNAZUL BLANCO,310.85,3   B,3.0,B,24.71,20.44,64.75,CONTAINS: 3BTS-EA.1.75L & 750ML LUNAZUL BLANCO & REPOSADO
11812,2026-04,1545130,3854631,96749940028,195775,2026-04-01,2026-04-30,PAMA LIQUEUR 6P,29.0,1   B,1.0,B,28.19,15.34,24.28,CONTAINS: 1BTL LITER EACH PAMA LIQUER & LUNAZUL TEQ
11813,2026-04,3854630,3854631,96749908028,248337,2026-04-01,2026-04-30,LUNAZUL BLANCO,29.0,1   B,1.0,B,25.09,13.65,24.28,CONTAINS: 1BTL LITER EACH PAMA LIQUER & LUNAZUL TEQ
11814,2026-04,3854630,3854634,96749908028,248337,2026-04-01,2026-04-30,LUNAZUL BLANCO,51.0,2   B,2.0,B,25.09,14.0,40.36,CONTAINS: 2 LITER BT EA DEEP EDDY80 & LUNAZUL BLANCO
11815,2026-04,3911530,3854634,856065002042,393370,2026-04-01,2026-04-30,DEEP EDDY 80,51.0,2   B,2.0,B,20.59,11.49,40.36,CONTAINS: 2 LITER BT EA DEEP EDDY80 & LUNAZUL BLANCO
11816,2026-04,1545140,3854641,96749940035,195775,2026-04-01,2026-04-30,PAMA LIQUEUR 6P,72.0,3   B,3.0,B,24.49,17.95,26.18,CONTAINS: 3BTL 750ML PAMA LIQ & 1 BTL 750ML LUNAZUL BLANCO
11817,2026-04,3854640,3854641,96749908035,248337,2026-04-01,2026-04-30,LUNAZUL BLANCO,72.0,1   B,1.0,B,24.71,18.11,26.18,CONTAINS: 3BTL 750ML PAMA LIQ & 1 BTL 750ML LUNAZUL BLANCO
11818,2026-04,3854640,3854644,96749908035,248337,2026-04-01,2026-04-30,LUNAZUL BLANCO,80.0,3   B,3.0,B,24.71,15.11,50.82,CONTAINS: 3B EA 750ML&375ML LUNAZUL BLANCO & 1B 50ML BLANC
11819,2026-04,3854660,3854644,96749001361,248337,2026-04-01,2026-04-30,LUNAZUL BLANCO 12P,80.0,3   B,3.0,B,11.15,6.81,50.82,CONTAINS: 3B EA 750ML&375ML LUNAZUL BLANCO & 1B 50ML BLANC
11820,2026-04,3854691,3854644,96749908516,732585,2026-04-01,2026-04-30,LUNAZUL BLANCO100/10,80.0,1   B,1.0,B,23.24,14.21,50.82,CONTAINS: 3B EA 750ML&375ML LUNAZUL BLANCO & 1B 50ML BLANC
11821,2026-04,3870220,3870221,86003272125,638409,2026-04-01,2026-04-30,MI CAMPO REPO 3P,220.0,6   B,6.0,B,42.99,29.56,99.92,CONTAINS: 6B EACH 1.75L & 375ML MI CAMPO REPOSADO
11822,2026-04,3870260,3870221,86003272071,638409,2026-04-01,2026-04-30,MI CAMPO REPOSADO12P,220.0,6   B,6.0,B,10.33,7.1,99.92,CONTAINS: 6B EACH 1.75L & 375ML MI CAMPO REPOSADO
11823,2026-04,3870220,3870222,86003272125,638409,2026-04-01,2026-04-30,MI CAMPO REPO 3P,303.51,3   B,3.0,B,42.99,38.89,31.98,CONTAINS: 3B 1.75L & 6B EA 750ML & 375ML MI CAMPO REPOSADO
11824,2026-04,3870240,3870222,86003272019,469781,2026-04-01,2026-04-30,MI CAMPO REPOSADO,303.51,6   B,6.0,B,24.09,21.79,31.98,CONTAINS: 3B 1.75L & 6B EA 750ML & 375ML MI CAMPO REPOSADO
11825,2026-04,3870260,3870222,86003272071,638409,2026-04-01,2026-04-30,MI CAMPO REPOSADO12P,303.51,6   B,6.0,B,10.33,9.34,31.98,CONTAINS: 3B 1.75L & 6B EA 750ML & 375ML MI CAMPO REPOSADO
11826,2026-04,3870320,3870321,86003272118,638408,2026-04-01,2026-04-30,MI CAMPO BLANCO 3P,200.0,6   B,6.0,B,39.99,26.84,97.96,CONTAINS: 6B EACH 1.75L & 375ML MI CAMPO BLANCO
11827,2026-04,3870360,3870321,86003272064,638408,2026-04-01,2026-04-30,MI CAMPO BLANCO 12P,200.0,6   B,6.0,B,9.67,6.49,97.96,CONTAINS: 6B EACH 1.75L & 375ML MI CAMPO BLANCO
11828,2026-04,3870320,3870322,86003272118,638408,2026-04-01,2026-04-30,MI CAMPO BLANCO 3P,279.57,3   B,3.0,B,39.99,36.0,30.96,CONTAINS: 3B 1.75L & 6B EACH 750ML & 375ML MI CAMPO BLANCO
11829,2026-04,3870340,3870322,86003272033,469780,2026-04-01,2026-04-30,MI CAMPO BLANCO,279.57,6   B,6.0,B,22.09,19.88,30.96,CONTAINS: 3B 1.75L & 6B EACH 750ML & 375ML MI CAMPO BLANCO
11830,2026-04,3870360,3870322,86003272064,638408,2026-04-01,2026-04-30,MI CAMPO BLANCO 12P,279.57,6   B,6.0,B,9.67,8.7,30.96,CONTAINS: 3B 1.75L & 6B EACH 750ML & 375ML MI CAMPO BLANCO
11831,2026-04,3886140,3886341,90793121,628557,2026-04-01,2026-04-30,CANTERA NEG ANEJO 6P,399.0,3   B,3.0,B,53.19,41.18,116.28,"CONTAINS: CANTERA N 3BT-750ML/EACH SILV,REPO,ANEJO,CAFE 12P"
11832,2026-04,3886240,3886341,853278007079,628558,2026-04-01,2026-04-30,CANTERA NEG REPO 6P,399.0,3   B,3.0,B,50.19,38.86,116.28,"CONTAINS: CANTERA N 3BT-750ML/EACH SILV,REPO,ANEJO,CAFE 12P"
11833,2026-04,3886340,3886341,90787786,628556,2026-04-01,2026-04-30,CANTERA NEG SILVER6P,399.0,3   B,3.0,B,43.19,33.44,116.28,"CONTAINS: CANTERA N 3BT-750ML/EACH SILV,REPO,ANEJO,CAFE 12P"
11834,2026-04,3886440,3886341,90789256,628555,2026-04-01,2026-04-30,CANTERA NEGRA CAFE6P,399.0,3   B,3.0,B,25.19,19.5,116.28,"CONTAINS: CANTERA N 3BT-750ML/EACH SILV,REPO,ANEJO,CAFE 12P"
11835,2026-04,1431030,3888131,80480015305,558229,2026-04-01,2026-04-30,BACARDI SUP,57.27,1   B,1.0,B,17.39,13.91,14.3,CONTAINS: LITERS 2BTL CAZADORES BL & 1BTL-BACARDI SUPE 3PK
11836,2026-04,3888130,3888131,80480172015,589560,2026-04-01,2026-04-30,CAZADORES BLANCO,57.27,2   B,2.0,B,27.09,21.67,14.3,CONTAINS: LITERS 2BTL CAZADORES BL & 1BTL-BACARDI SUPE 3PK
11837,2026-04,13240,3890932,89016016915,458793,2026-04-01,2026-04-30,CLYDE M BOUR 92 6P,81.99,1   B,1.0,B,32.59,23.22,33.07,CONTAINS: 3BTS LIT VAN GOGH DBL ESPRS & 1BT LIT CLYDE M BB
11838,2026-04,3890930,3890932,633824151155,678088,2026-04-01,2026-04-30,VAN GOGH DBL ESPRS6P,81.99,3   B,3.0,B,27.49,19.58,33.07,CONTAINS: 3BTS LIT VAN GOGH DBL ESPRS & 1BT LIT CLYDE M BB
11839,2026-04,136340,3890936,736040007852,647536,2026-04-01,2026-04-30,CONECUH RDG BOURBN6P,67.99,1   B,1.0,B,39.09,21.86,53.57,CONTAINS: 3BT LIT-VAN GOHG DBL ESPRSS & 1BT 750ML CON RD BB
11840,2026-04,3890930,3890936,633824151155,678088,2026-04-01,2026-04-30,VAN GOGH DBL ESPRS6P,67.99,3   B,3.0,B,27.49,15.37,53.57,CONTAINS: 3BT LIT-VAN GOHG DBL ESPRSS & 1BT 750ML CON RD BB
11841,2026-04,136340,3890941,736040007852,647536,2026-04-01,2026-04-30,CONECUH RDG BOURBN6P,149.99,1   B,1.0,B,39.09,30.92,39.64,CONTAINS: 1CS 750ML VAN GOGH DBL ESPRS & 1BT CONCUH RDG BBN
11842,2026-04,3890945,3890941,633824151322,678088,2026-04-01,2026-04-30,VAN GOGH DBL ESPRS6P,149.99,1   C,1.0,C,25.09,19.84,39.64,CONTAINS: 1CS 750ML VAN GOGH DBL ESPRS & 1BT CONCUH RDG BBN
11843,2026-04,13240,3890942,89016016915,458793,2026-04-01,2026-04-30,CLYDE M BOUR 92 6P,189.99,3   B,3.0,B,32.59,24.93,58.32,CONTAINS: 1CS-750ML VAN GOGH DBL ESPRESS & 3BT CLYDE M BBN
11844,2026-04,3890945,3890942,633824151322,678088,2026-04-01,2026-04-30,VAN GOGH DBL ESPRS6P,189.99,1   C,1.0,C,25.09,19.19,58.32,CONTAINS: 1CS-750ML VAN GOGH DBL ESPRESS & 3BT CLYDE M BBN
11845,2026-04,3894240,3894342,851645006342,419729,2026-04-01,2026-04-30,XICARU REP MEZCAL 6P,152.76,3   B,3.0,B,28.48,26.62,10.65,"CONTAINS: 3BTS 750ML EACH- SILVER MEZCAL, REPOSADO MEZCAL"
11846,2026-04,3894340,3894342,852176003336,481901,2026-04-01,2026-04-30,XICARU SLV MEZCAL 6P,152.76,3   B,3.0,B,25.99,24.29,10.65,"CONTAINS: 3BTS 750ML EACH- SILVER MEZCAL, REPOSADO MEZCAL"
11847,2026-04,3894240,3894343,851645006342,419729,2026-04-01,2026-04-30,XICARU REP MEZCAL 6P,170.02,2   B,2.0,B,28.48,27.03,9.1,"CONTAINS: 750ML 2BTLS EACH- SILVER, REPOSADO, ANEJO"
11848,2026-04,3894340,3894343,852176003336,481901,2026-04-01,2026-04-30,XICARU SLV MEZCAL 6P,170.02,2   B,2.0,B,25.99,24.66,9.1,"CONTAINS: 750ML 2BTLS EACH- SILVER, REPOSADO, ANEJO"
11849,2026-04,3894940,3894343,816136023581,481900,2026-04-01,2026-04-30,XICARU ANEJO MEZCL6P,170.02,2   B,2.0,B,35.09,33.3,9.1,"CONTAINS: 750ML 2BTLS EACH- SILVER, REPOSADO, ANEJO"
11850,2026-04,3893040,3894344,816136025172,511784,2026-04-01,2026-04-30,XICARU PECHG MEZC 6P,182.0,2   B,2.0,B,43.66,41.54,9.28,"CONTAINS: 750ML EA-4BTL SILVER, 2BTL PECHUGA MOLE"
11851,2026-04,3894340,3894344,852176003336,481901,2026-04-01,2026-04-30,XICARU SLV MEZCAL 6P,182.0,4   B,4.0,B,25.99,24.72,9.28,"CONTAINS: 750ML EA-4BTL SILVER, 2BTL PECHUGA MOLE"
11852,2026-04,3906432,3906433,81753837815,636784,2026-04-01,2026-04-30,BELV ORGANIC SLIM 6P,182.0,4   B,4.0,B,39.59,31.55,46.36,"CONTAINS: BELV OG SLIM 4BTLLITER, DIRTY BREW 2 BTL750ML"
11853,2026-04,3907340,3906433,81753842406,768515,2026-04-01,2026-04-30,BELV DIRTY BREW 6P,182.0,2   B,2.0,B,35.0,27.89,46.36,"CONTAINS: BELV OG SLIM 4BTLLITER, DIRTY BREW 2 BTL750ML"
11854,2026-04,1229940,3906435,81753840655,759025,2026-04-01,2026-04-30,SIR DAVIS RYE WHK 6P,94.0,1   B,1.0,B,67.49,59.24,13.08,CONTAINS: 1BTL LITER BELVEDERE/1BTL 750ML SIR DAVIS
11855,2026-04,3906432,3906435,81753837815,636784,2026-04-01,2026-04-30,BELV ORGANIC SLIM 6P,94.0,1   B,1.0,B,39.59,34.75,13.08,CONTAINS: 1BTL LITER BELVEDERE/1BTL 750ML SIR DAVIS
11856,2026-04,3911020,3911044,83664869725,568016,2026-04-01,2026-04-30,REYKA VODKA,179.99,2   B,2.0,B,40.09,31.27,50.73,CONTAINS: 6BTLS-750ML & 2BTLS-1.75L 8PK
11857,2026-04,3911040,3911044,83664869213,568016,2026-04-01,2026-04-30,REYKA VODKA  6P,179.99,6   B,6.0,B,25.09,19.57,50.73,CONTAINS: 6BTLS-750ML & 2BTLS-1.75L 8PK
11858,2026-04,136340,3934546,736040007852,647536,2026-04-01,2026-04-30,CONECUH RDG BOURBN6P,149.99,1   B,1.0,B,39.09,30.92,39.64,CONTAINS: 1CS 750ML VAN GOGH CHOCOLATE & 1BT CON RDG BBN
11859,2026-04,3934545,3934546,633824151278,663948,2026-04-01,2026-04-30,VAN GOGH DUT CHOCO6P,149.99,1   C,1.0,C,25.09,19.84,39.64,CONTAINS: 1CS 750ML VAN GOGH CHOCOLATE & 1BT CON RDG BBN
11860,2026-04,3945040,3945044,5060560960430,725641,2026-04-01,2026-04-30,2 STACKS DB IRCRM 6P,212.0,1   C,1.0,C,34.99,31.03,27.03,CONTAINS: 1 CS 750ML TWO STACKS DB & 1 BTL 750ML  EVIL BEAN
11861,2026-04,8084040,3945044,810155750053,745525,2026-04-01,2026-04-30,EVIL BEAN COFFEE 6P,212.0,1   B,1.0,B,29.09,25.79,27.03,CONTAINS: 1 CS 750ML TWO STACKS DB & 1 BTL 750ML  EVIL BEAN
11862,2026-04,3951060,3951003,721059003759,340801,2026-04-01,2026-04-30,SKYY 80 12P,45.4,3   B,3.0,B,8.59,3.97,52.61,"CONTAINS: 3BTLS EA SKYY 80 200ML, 375ML & 3SLVS 50ML"
11863,2026-04,3951070,3951003,721059002004,340801,2026-04-01,2026-04-30,SKYY 80 24P,45.4,3   B,3.0,B,5.0,2.31,52.61,"CONTAINS: 3BTLS EA SKYY 80 200ML, 375ML & 3SLVS 50ML"
11864,2026-04,3951091,3951003,721059000505,340801,2026-04-01,2026-04-30,SKYY 80 120/12,45.4,3   B,3.0,B,19.08,8.83,52.61,"CONTAINS: 3BTLS EA SKYY 80 200ML, 375ML & 3SLVS 50ML"
11865,2026-04,3916140,3951023,721059003926,782765,2026-04-01,2026-04-30,SKYY INF VANILLA,115.49,3   B,3.0,B,14.09,8.99,65.32,"CONTAINS: SKYY 80 1C 1.75L, VANILLA 3 BTL 750ML"
